Rk,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,Player-additional
390,Andrew DePaola,36,MIN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,"PB,AP-2",DePaAn00
391,Cameron Dicker,23,LAC,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,DickCa00
392,Riley Dixon,30,DEN,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,DixoRi00
393,Reid Ferguson,29,BUF,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,FergRe00
394,Dante Fowler,29,DAL,DE,17,0,0,0,0,0,3,1,0,0,0,0,4.0,13,8,5,5,7,0,,FowlDa00
395,Jack Fox,27,DET,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,FoxxJa01
396,Mitchell Fraboni,27,DEN,LS,17,0,0,0,0,0,0,1,0,0,0,0,0.0,6,2,4,0,0,0,,FrabMi00
397,Neville Gallimore,26,DAL,DT,17,0,0,0,0,0,1,0,0,0,0,0,1.0,16,8,8,2,2,0,,GallNe00
398,Matt Gay,29,IND,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,GayxMa00
399,Trenton Gill,24,CHI,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,GillTr01
400,Reggie Gilliam,26,BUF,FB,17,0,0,0,0,0,0,1,0,1,0,0,0.0,3,2,1,0,0,0,,GillRe00
401,Cameron Goode,25,MIA,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3,0,2,0,,GoodCa00
402,Brandon Graham,35,PHI,DE,17,0,0,0,0,0,1,0,0,0,0,0,3.0,16,11,5,4,6,0,,GrahBr99
403,Rasheem Green,26,CHI,DL,17,0,0,0,0,0,0,0,0,0,0,0,2.0,15,8,7,2,5,0,,GreeRa01
404,Derick Hall,22,SEA,OLB,17,0,0,0,0,0,1,0,0,0,0,0,0.0,38,18,20,3,5,0,,HallDe04
405,Josh Harris,34,LAC,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,,HarrJo02
406,Johnny Hekker,33,CAR,P,17,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,HekkJo00
407,Thomas Hennessy,29,NYJ,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,,HennTh00
408,Matt Henningsen,24,DEN,DE,17,0,0,0,0,0,2,0,0,0,0,0,0.0,19,10,9,0,1,0,,HennMa01
409,Nick Herbig,22,PIT,LB,17,0,0,0,0,0,0,2,0,1,0,0,3.0,27,19,8,5,3,0,,HerbNi00
410,Bryce Huff,25,NYJ,LB,17,0,0,0,0,0,1,0,0,0,0,0,10.0,29,19,10,10,21,0,,HuffBr00
411,Charley Hughlett,33,CLE,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,5,0,5,0,0,0,,HughCh01
412,Jake Hummel,24,LAR,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,10,7,3,0,0,0,,HummJa00
413,D'Marco Jackson,25,NOR,LB,17,0,0,0,0,0,0,0,0,1,8,1,0.0,12,3,9,0,0,0,,JackDM00
414,J.J. Jansen,37,CAR,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,JansJ.00
415,Caleb Johnson,25,JAX,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,,JohnCa04
416,D'Ernest Johnson,27,JAX,RB,17,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,JohnDE04
417,Jaylon Jones,26,CHI,DB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,23,18,5,1,1,0,,JoneJa12
418,Travis Jones,24,BAL,DT,17,0,0,0,0,0,2,0,0,0,0,0,1.5,36,20,16,4,5,0,,JoneTr00
419,Greg Joseph,29,MIN,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,JoseGr00
420,Tanoh Kpassagnon,29,NOR,DE,17,0,0,0,0,0,2,0,0,0,0,0,3.5,19,12,7,4,9,0,,KpasTa00
421,Casey Kreiter,33,NYG,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,,KreiCa00
422,Christian Kuntz,29,PIT,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,,KuntCh02
423,Cameron Lewis,26,BUF,CB,17,0,0,0,0,0,2,0,0,0,0,0,0.0,21,17,4,1,0,0,,LewiCa00
424,Tyquan Lewis,28,IND,DE,17,0,0,0,0,0,3,0,0,0,0,0,4.0,25,18,7,9,13,0,,LewiTy00
425,Rick Lovato,31,PHI,LS,17,0,0,0,0,0,0,1,0,0,0,0,0.0,3,2,1,0,0,0,,LovaRi00
426,Hunter Luepke,23,DAL,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,,LuepHu00
427,DeAngelo Malone,24,ATL,OLB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,0,,MaloDe00
428,Jacob Martin,28,IND,DE,17,0,0,0,0,0,0,0,0,0,0,0,2.0,7,5,2,1,3,0,,MartJa02
429,Jordan Mason,24,SFO,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,9,4,5,0,0,0,,MasoJo00
430,Tyler Matakevich,31,BUF,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,7,4,3,0,0,0,,MataTy00
431,Ross Matiscik,27,JAX,LS,17,0,0,0,0,0,0,1,0,1,0,0,0.0,8,8,0,0,0,0,"PB,AP-1",MatiRo00
432,Liam McCullough,26,ATL,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,,McCuLi00
433,Brandon McManus,32,JAX,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,McMaBr01
434,Scott Miller,26,ATL,WR,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,MillSc01
435,Johnny Mundt,29,MIN,TE,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,MundJo00
436,Myles Murphy,21,CIN,DE,17,0,0,0,0,0,0,0,0,0,0,0,3.0,20,10,10,3,3,0,,MurpMy00
437,Siran Neal,29,BUF,CB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,13,9,4,0,0,0,,NealSi00
438,BJ Ojulari,21,ARI,OLB,17,0,0,0,0,0,1,0,0,0,0,0,4.0,40,23,17,5,6,0,,OjulBJ00
439,Tyler Ott,31,BAL,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,,OttxTy00
440,Zacch Pickens,23,CHI,DL,17,0,0,0,0,0,1,1,0,0,0,0,0.5,20,9,11,1,2,0,,PickZa00
441,Anthony Pittman,27,DET,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,,PittAn01
442,Shaquille Quarterman,26,JAX,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,QuarSh00
443,Jalen Reeves-Maybin,28,DET,LB,17,0,0,0,0,0,2,0,0,0,0,0,1.0,20,13,7,1,2,0,"PB,AP-2",ReevJa00
444,Craig Reynolds,27,DET,RB,17,0,0,0,0,0,0,0,2,0,0,0,0.0,4,2,2,0,0,0,,ReynCr00
445,Jon Rhattigan,24,SEA,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,17,11,6,0,0,0,,RhatJo00
446,Luke Rhodes,31,IND,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,,RhodLu00
447,Brad Robbins,25,CIN,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,RobbBr00
448,Jason Sanders,28,MIA,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,SandJa00
449,Brenden Schooler,26,NWE,DB,17,0,0,0,0,0,0,0,0,2,0,0,0.0,13,11,2,0,0,0,,SchoBr00
450,Luke Schoonmaker,25,DAL,TE,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,SchoLu00
451,Trent Sieg,28,DAL,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,SiegTr00
452,Ben Skowronek,26,LAR,WR,17,0,0,0,0,0,0,0,0,0,0,0,0.0,13,11,2,0,0,0,,SkowBe00
453,Joey Slye,27,WAS,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,SlyeJo00
454,Nolan Smith,22,PHI,LB,17,0,0,0,0,0,0,0,0,0,0,0,1.0,18,10,8,1,3,0,,SmitNo02
455,Tremon Smith,27,DEN,CB,17,0,0,0,0,0,0,0,0,1,0,0,0.0,5,5,0,0,0,0,,SmitTr04
456,Ihmir Smith-Marsette,24,CAR,WR,17,0,0,0,0,0,0,0,2,2,0,0,0.0,2,1,1,0,0,0,,SmitIh00
457,Chris Stoll,25,SEA,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,StolCh00
458,Jordan Stout,25,BAL,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,StouJo00
459,Justin Strnad,27,DEN,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,,StrnJu00
460,Grant Stuard,25,IND,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,7,6,1,0,1,0,,StuaGr00
461,Trent Taylor,29,CHI,WR,17,0,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,,TaylTr02
462,Nick Thurman,28,CAR,DE,17,0,0,0,0,0,0,0,0,0,0,0,0.0,31,13,18,2,1,0,,ThurNi00
463,Channing Tindall,23,MIA,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,8,3,5,0,0,0,,TindCh00
464,Zach Triner,32,TAM,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,TrinZa00
465,Lukas Van Ness,22,GNB,LB,17,0,0,0,0,0,1,0,0,0,0,0,4.0,32,24,8,8,10,0,,VanNLu00
466,Jay Ward,23,MIN,S,17,0,0,0,0,0,0,0,0,1,0,0,0.0,8,5,3,0,0,0,,WardJa00
467,Jaylen Warren,25,PIT,RB,17,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,,WarrJa01
468,Tress Way,33,WAS,P,17,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,WayxTr00
469,Jon Weeks,37,HOU,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,WeekJo00
470,Sam Williams,24,DAL,DE,17,0,0,0,0,0,0,1,0,0,0,0,4.5,26,15,11,5,7,1,,WillSa00
471,Trayveon Williams,26,CIN,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,,WillTr06
472,Eric Wilson,29,GNB,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,31,16,15,0,1,0,,WilsEr00
473,Tyree Wilson,23,LVR,DE,17,0,0,0,0,0,0,1,0,1,0,0,3.5,29,16,13,2,8,0,,WilsTy01
474,James Winchester,34,KAN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,WincJa00
475,Zach Wood,30,NOR,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,,WoodZa00
476,Colby Wooden,23,GNB,DL,17,0,0,0,0,0,0,0,0,0,0,0,0.5,17,10,7,1,2,0,,WoodCo01
477,Brandon Aiyuk,25,SFO,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,AP-2,AiyuBr00
478,Jonathan Allen,28,WAS,DT,16,16,0,0,0,0,1,0,0,0,0,0,5.5,53,30,23,10,19,0,,AlleJo01
479,Alex Anzalone,29,DET,LB,16,16,0,0,0,0,6,0,0,1,0,0,3.0,129,85,44,7,12,0,,AnzaAl00
480,Shaquil Barrett,31,TAM,LOLB,16,16,1,4,1,4,2,3,0,0,0,0,4.5,52,33,19,3,9,0,,BarrSh00
481,Mekhi Becton,24,NYJ,T,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,BectMe00
482,Ja'Whaun Bentley,27,NWE,LB,16,16,0,0,0,0,3,1,0,0,0,0,4.5,114,55,59,5,12,0,,BentJa00
483,Tyler Biadasz,26,DAL,C,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,,BiadTy00
484,James Bradberry,30,PHI,CB,16,16,1,5,0,5,13,0,0,1,1,0,0.0,54,39,15,0,0,0,,BradJa00
485,Jordyn Brooks,26,SEA,RILB,16,16,1,12,1,12,4,1,0,1,8,0,4.5,111,62,49,8,5,0,,BrooJo01
486,Brian Burns,25,CAR,LOLB,16,16,0,0,0,0,2,1,0,1,0,0,8.0,50,32,18,16,18,0,,BurnBr00
487,Ja'Marr Chase,23,CIN,WR,16,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,PB,ChasJa00
488,Bradley Chubb,27,MIA,LB,16,16,0,0,0,0,2,6,0,2,2,0,11.0,73,45,28,11,22,0,,ChubBr00
489,Maliek Collins,28,HOU,DT,16,16,0,0,0,0,1,0,0,0,0,0,5.0,41,19,22,8,18,0,,CollMa00
490,Kamren Curl,24,WAS,S,16,16,0,0,0,0,5,1,0,1,0,0,1.0,115,74,41,3,3,0,,CurlKa00
491,Michael Danna,26,KAN,DE,16,16,0,0,0,0,3,0,0,0,0,0,6.5,50,32,18,7,13,0,,DannMi00
492,Aaron Donald,32,LAR,DT,16,16,0,0,0,0,3,0,0,0,0,0,8.0,53,28,25,16,23,0,"PB,AP-1,AP CPoY-9",DonaAa00
493,Bud Dupree,30,ATL,OLB,16,16,0,0,0,0,3,2,0,0,0,0,6.5,39,17,22,8,8,0,,DuprAl00
494,Folorunso Fatukasi,28,JAX,NT,16,16,0,0,0,0,1,0,0,0,0,0,0.0,24,16,8,3,2,0,,FatuFo00
495,Zaire Franklin,27,IND,LB,16,16,0,0,0,0,6,2,0,0,0,0,1.5,179,107,72,3,3,0,,FranZa00
496,Sauce Gardner,23,NYJ,CB,16,16,0,0,0,0,11,1,0,0,0,0,0.0,57,41,16,2,0,0,"PB,AP-1",GardSa00
497,Myles Garrett,28,CLE,DE,16,16,0,0,0,0,3,4,0,1,1,0,14.0,42,33,9,17,30,0,"PB,AP-1,AP MVP-10,AP DPoY-1",GarrMy00
498,Tashaun Gipson,33,SFO,S,16,16,1,26,0,26,3,0,0,0,0,0,1.0,60,41,19,3,1,0,,GipsTa00
499,Javon Hargrave,30,SFO,DL,16,16,0,0,0,0,2,0,0,0,0,0,7.0,44,25,19,8,14,0,PB,HargJa00
500,Tyreek Hill,29,MIA,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-1,AP MVP-6,AP OPoY-2",HillTy00
501,Donte Jackson,28,CAR,CB,16,16,0,0,0,0,5,1,0,0,0,0,0.0,59,49,10,5,0,0,,JackDo02
502,Lamar Jackson,26,BAL,QB,16,16,0,0,0,0,0,0,11,4,-7,0,0.0,0,0,0,0,0,0,"PB,AP-1,AP MVP-1,AP OPoY-4,AP CPoY-9",JackLa00
503,Derwin James,27,LAC,S,16,16,1,6,0,6,7,0,0,2,0,0,2.0,125,86,39,5,4,0,,JameDe00
504,Lane Johnson,33,PHI,T,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,"PB,AP-2",JohnLa01
505,Chris Jones,29,KAN,DT,16,16,0,0,0,0,4,0,0,0,0,0,10.5,30,20,10,13,29,0,"PB,AP-1",JoneCh09
506,D.J. Jones,28,DEN,DT,16,16,0,0,0,0,0,3,0,2,14,0,2.0,46,30,16,5,4,0,,JoneD.01
507,George Karlaftis III,22,KAN,DE,16,16,0,0,0,0,3,1,0,0,0,0,10.5,47,29,18,7,17,0,,KarlGe00
508,Dexter Lawrence,26,NYG,DL,16,16,0,0,0,0,2,0,0,0,0,0,4.5,53,32,21,7,21,0,"PB,AP-2,AP DPoY-9",LawrDe03
509,Trevor Lawrence,24,JAX,QB,16,16,0,0,0,0,0,0,12,3,-10,0,0.0,0,0,0,0,0,0,,LawrTr00
510,Boye Mafe,25,SEA,LB,16,16,0,0,0,0,6,1,0,2,3,0,9.0,52,35,17,9,16,0,,MafeBo00
511,Patrick Mahomes,28,KAN,QB,16,16,0,0,0,0,0,0,5,4,0,0,0.0,0,0,0,0,0,0,"PB,AP MVP-7",MahoPa00
512,Christian McCaffrey,27,SFO,RB,16,16,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,"PB,AP-1,AP MVP-3,AP OPoY-1",McCaCh01
513,Trent McDuffie,23,KAN,CB,16,16,0,0,0,0,7,5,0,0,0,0,3.0,80,60,20,3,9,0,AP-1,McDuTr00
514,Jakobi Meyers,27,LVR,WR,16,16,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,,MeyeJa01
515,Dan Moore,25,PIT,T,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,MoorDa05
516,Kenny Moore,28,IND,CB,16,16,3,115,2,66,6,0,0,0,0,0,1.5,93,68,25,8,2,0,,MoorKe03
517,David Njoku,27,CLE,TE,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,PB,NjokDa00
518,Ed Oliver,26,BUF,DT,16,16,1,0,0,0,3,1,0,0,0,0,9.5,51,34,17,14,16,0,,OlivEd00
519,Kwity Paye,25,IND,DE,16,16,0,0,0,0,0,2,0,2,-5,0,8.5,52,31,21,8,9,0,,PayeKw00
520,Jason Pinnock,24,NYG,S,16,16,2,123,1,102,6,2,0,0,0,0,2.0,85,59,26,6,4,0,,PinnJa01
521,Jordan Poyer,32,BUF,SS,16,16,0,0,0,0,4,1,0,0,0,0,1.0,100,66,34,2,2,0,,PoyeJo00
522,Brock Purdy,24,SFO,QB,16,16,0,0,0,0,0,0,6,4,-1,0,0.0,0,0,0,0,0,0,"PB,AP MVP-4,AP OPoY-6,AP CPoY-6",PurdBr00
523,Jarran Reed,31,SEA,DE,16,16,0,0,0,0,2,1,0,1,0,0,7.0,54,27,27,7,12,0,,ReedJa02
524,Justin Reid,26,KAN,S,16,16,1,11,0,11,7,1,0,0,0,0,3.0,95,74,21,5,5,0,,ReidJu00
525,Gregory Rousseau,23,BUF,DE,16,16,0,0,0,0,4,1,0,1,0,0,5.0,42,30,12,12,18,0,,RousGr00
526,Cesar Ruiz,24,NOR,OL,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,RuizCe00
527,DeVonta Smith,25,PHI,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,SmitDe07
528,Roquan Smith,26,BAL,LB,16,16,1,30,0,30,8,1,0,0,0,0,1.5,158,84,74,5,5,0,"PB,AP-1,AP DPoY-8",SmitRo07
529,Za'Darius Smith,31,CLE,DE,16,16,0,0,0,0,3,1,0,0,0,0,5.5,27,18,9,8,20,0,,SmitZa00
530,L'Jarius Sneed,26,KAN,CB,16,16,2,4,0,4,14,0,0,1,0,0,0.0,78,60,18,5,3,0,,SneeLJ00
531,Benjamin St-Juste,26,WAS,CB,16,16,1,0,0,0,17,2,0,0,0,0,1.0,67,52,15,1,1,0,,StJuBe00
532,Amon-Ra St. Brown,24,DET,WR,16,16,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-1",StxxAm00
533,Brandon Stephens,26,BAL,DB,16,16,2,56,0,52,11,0,0,0,0,0,0.0,74,57,17,2,0,0,,StepBr01
534,Tyrique Stevenson,23,CHI,DB,16,16,4,45,0,34,16,2,0,0,0,0,0.0,86,65,21,1,0,0,,StevTy01
535,Dalvin Tomlinson,29,CLE,DT,16,16,0,0,0,0,0,0,0,0,0,0,3.0,28,12,16,4,12,0,,TomlDa00
536,Pete Werner,24,NOR,LB,16,16,1,0,0,0,1,0,0,2,3,0,0.5,93,60,33,4,1,0,,WernPe00
537,Bryce Young,22,CAR,QB,16,16,0,0,0,0,0,0,11,4,0,0,0.0,0,0,0,0,0,0,,YounBr01
538,Brandin Cooks,30,DAL,WR,16,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,CookBr00
539,Willie Gay Jr.,25,KAN,LB,16,15,1,24,0,24,4,1,0,3,1,0,1.0,58,44,14,4,3,0,,GayJWi00
540,Malik Hooker,27,DAL,S,16,15,1,0,0,0,3,1,0,1,0,0,0.0,50,27,23,1,0,0,,HookMa00
541,Josey Jewell,29,DEN,LB,16,15,0,0,0,0,3,2,0,3,10,0,3.0,108,60,48,2,3,0,,JeweJo00
542,Lucas Patrick,30,CHI,OL,16,15,0,0,0,0,0,0,1,2,0,0,0.0,1,1,0,0,0,0,,PatrLu00
543,Michael Pittman Jr.,26,IND,WR,16,15,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,,PittMi01
544,Elandon Roberts,29,PIT,LB,16,15,0,0,0,0,2,0,0,0,0,0,2.5,101,68,33,10,6,0,,RobeEl00
545,D'Andre Swift,24,PHI,RB,16,15,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,PB,SwifDA00
546,Logan Thomas,32,WAS,TE,16,15,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,ThomLo00
547,Riq Woolen,24,SEA,CB,16,15,2,0,0,0,11,0,0,2,1,0,0.0,53,42,11,1,0,0,,WoolTa00
548,Will Dissly,27,SEA,TE,16,14,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,DissWi00
549,Sebastian Joseph-Day,28,2TM,LDE/RDE,16,14,0,0,0,0,0,0,0,0,0,0,3.0,36,19,17,3,11,0,,JoseSe00
549,Sebastian Joseph-Day,28,LAC,LDE/RDE,14,14,0,0,0,0,0,0,0,0,0,0,3.0,31,15,16,3,11,0,,JoseSe00
549,Sebastian Joseph-Day,28,SFO,DT,2,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,,JoseSe00
550,Nathan Landman,25,ATL,LB,16,14,1,25,0,25,3,3,0,0,0,0,2.0,110,66,44,7,4,0,,LandNa01
551,Micah McFadden,23,NYG,LB,16,14,1,5,0,5,5,0,0,4,10,0,1.0,101,63,38,12,6,0,,McFaMi01
552,Durham Smythe,28,MIA,TE,16,14,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,SmytDu00
553,Courtland Sutton,28,DEN,WR,16,14,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,,SuttCo00
554,Derrick Barnes,24,DET,LB,16,13,0,0,0,0,0,1,0,0,0,0,1.0,81,42,39,5,5,0,,BarnDe02
555,George Fant,31,HOU,T,16,13,0,0,0,0,0,0,0,1,6,0,0.0,0,0,0,0,0,0,,FantGe00
556,Logan Hall,23,TAM,DL,16,13,0,0,0,0,2,0,0,2,0,0,0.5,22,11,11,2,1,0,,HallLo00
557,Jayron Kearse,29,DAL,S,16,13,1,32,0,32,4,0,0,0,0,0,1.5,72,48,24,4,3,0,,KearJa00
558,Alexander Mattison,25,MIN,RB,16,13,0,0,0,0,0,0,3,1,-1,0,0.0,0,0,0,0,0,0,,MattAl01
559,Jeremiah Owusu-Koramoah,24,CLE,LB,16,13,2,8,0,8,6,1,0,0,0,0,3.5,101,72,29,20,5,0,PB,OwusJe00
560,Jayden Reed,23,GNB,WR,16,13,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,AP ORoY-6,ReedJa03
561,Javonte Williams,23,DEN,RB,16,13,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,WillJa10
562,Deatrich Wise Jr.,29,NWE,DL,16,13,0,0,0,0,1,1,0,0,0,0,4.5,54,22,32,3,6,0,,WiseDe00
563,Liam Eichenberg,25,MIA,OL,16,12,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,EichLi00
564,Martin Emerson,23,CLE,CB,16,12,4,24,0,13,14,0,0,0,0,0,0.0,59,45,14,1,0,0,,EmerMa00
565,Christian Harris,22,HOU,LB,16,12,0,0,0,0,7,1,0,0,0,0,2.0,101,65,36,7,3,0,,HarrCh06
566,K.J. Osborn,26,MIN,WR,16,12,0,0,0,0,0,0,1,1,-3,0,0.0,0,0,0,0,0,0,,OsboKJ00
567,John Cominsky,28,DET,DL,16,11,0,0,0,0,1,0,0,0,0,0,2.0,36,14,22,2,8,0,,ComiJo00
568,Jerry Jeudy,24,DEN,WR,16,11,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,JeudJe00
569,Dalton Kincaid,24,BUF,TE,16,11,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,KincDa00
570,Fabian Moreau,29,DEN,CB,16,11,1,9,0,9,7,0,0,0,0,0,0.0,46,33,13,1,0,0,,MoreFa00
571,E.J. Speed,28,IND,LB,16,11,0,0,0,0,4,3,0,0,0,0,1.0,102,78,24,12,2,0,,SpeeEJ00
572,Marco Wilson,24,2TM,RCB,16,11,0,0,0,0,4,0,0,0,0,0,0.0,53,41,12,0,0,0,,WilsMa04
572,Marco Wilson,24,ARI,RCB,15,11,0,0,0,0,4,0,0,0,0,0,0.0,52,41,11,0,0,0,,WilsMa04
572,Marco Wilson,24,NWE,CB,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,WilsMa04
573,Kevin Byard,30,2TM,SS,16,16,1,0,0,0,3,0,0,1,0,0,0.0,122,80,42,0,0,0,,ByarKe01
573,Kevin Byard,30,TEN,SS,6,6,0,0,0,0,0,0,0,1,0,0,0.0,47,30,17,0,0,0,,ByarKe01
573,Kevin Byard,30,PHI,SS,10,10,1,0,0,0,3,0,0,0,0,0,0.0,75,50,25,0,0,0,,ByarKe01
574,Mike Purcell,32,DEN,DL,16,10,0,0,0,0,3,0,0,1,-1,0,0.0,25,11,14,1,5,0,,PurcMi00
575,Marquez Valdes-Scantling,29,KAN,WR,16,10,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,ValdMa00
576,DeShawn Williams,31,CAR,DT,16,10,0,0,0,0,1,0,0,0,0,0,1.0,33,13,20,2,7,0,,WillDe04
577,Milton Williams,24,PHI,DT,16,10,0,0,0,0,1,1,0,0,0,0,0.5,42,21,21,3,7,0,,WillMi08
578,Cobie Durant,25,LAR,DB,16,9,0,0,0,0,6,0,0,0,0,0,0.0,39,23,16,0,2,0,,DuraDe01
579,Levi Wallace,28,PIT,CB,16,9,2,0,0,0,11,0,0,0,0,0,0.0,38,32,6,0,0,0,,WallLe00
580,Rasul Douglas,28,2TM,CB,16,15,5,56,1,40,14,0,0,3,2,0,1.0,61,47,14,3,1,0,,DougRa00
580,Rasul Douglas,28,GNB,RCB,7,7,1,-2,0,-2,6,0,0,1,0,0,0.0,32,26,6,2,0,0,,DougRa00
580,Rasul Douglas,28,BUF,CB,9,8,4,58,1,40,8,0,0,2,2,0,1.0,29,21,8,1,1,0,,DougRa00
581,Jourdan Lewis,28,DAL,CB,16,8,1,0,0,0,5,3,0,2,0,0,0.0,52,36,16,2,0,0,,LewiJo01
582,Isaiah McDuffie,24,GNB,LB,16,8,0,0,0,0,1,0,0,0,0,0,0.5,86,56,30,5,3,0,,McDuIs00
