Rk,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,Player-additional
1147,Rashaan Evans,28,DAL,LB,9,1,0,0,0,0,0,0,0,0,0,0,0.0,9,4,5,0,0,0,,EvanRa01
1148,Kahlef Hailassie,23,CLE,CB,9,1,0,0,0,0,1,0,0,0,0,0,0.0,8,7,1,1,0,0,,HailKa00
1149,Richie James,28,KAN,WR,9,1,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,,JameRi00
1150,Julian Okwara,26,DET,LB,9,1,0,0,0,0,1,0,0,0,0,0,2.0,7,6,1,2,4,0,,OkwaJu00
1151,Ben VanSumeren,23,PHI,LB,9,1,0,0,0,0,0,0,0,0,0,0,0.0,13,4,9,0,0,0,,VanSBe00
1152,Parker Washington,21,JAX,WR,9,1,0,0,0,0,0,0,2,2,-1,0,0.0,0,0,0,0,0,0,,WashPa01
1153,Mike Boone,28,HOU,S,9,0,0,0,0,0,0,0,1,0,0,0,0.0,2,2,0,0,0,0,,BoonMi00
1154,Chase Claypool,25,MIA,WR,9,0,0,0,0,0,0,0,0,1,0,0,0.0,5,2,3,0,0,0,,ClayCh01
1155,John FitzPatrick,23,ATL,TE,9,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,,FitzJo00
1156,Devin Harper,25,2TM,LB,9,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,,HarpDe00
1156,Devin Harper,25,DAL,LB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,HarpDe00
1156,Devin Harper,25,CIN,LB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,HarpDe00
1157,Quindell Johnson,24,CHI,DB,9,0,1,0,0,0,1,0,0,0,0,0,0.0,3,2,1,0,0,0,,JohnQu01
1158,Nic Jones,22,KAN,CB,9,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,1,1,0,,JoneNi00
1159,Gregory Junior,24,JAX,CB,9,0,0,0,0,0,1,0,0,0,0,0,0.0,11,7,4,2,0,0,,JuniGr00
1160,Cory Littleton,30,HOU,LB,9,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,LittCo01
1161,Sean McKeon,26,DAL,TE,9,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,1,0,0,0,,McKeSe01
1162,Jake McQuaide,36,DET,LS,9,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,McQuJa00
1163,Kene Nwangwu,25,MIN,RB,9,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,NwanKe00
1164,Kyle Philips,24,TEN,WR,9,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,PhilKy01
1165,Robert Rochell,25,GNB,CB,9,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,,RochRo00
1166,Baylon Spector,25,BUF,LB,9,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2,4,0,0,0,,SpecBa00
1167,Zach VanValkenburg,25,LAR,OLB,9,0,0,0,0,0,0,0,0,0,0,0,1.0,9,4,5,1,2,0,,VanVZa00
1168,Nick Bolton,23,KAN,LB,8,8,1,1,0,1,3,0,0,0,0,0,0.0,60,38,22,1,1,0,,BoltNi00
1169,Kirk Cousins,35,MIN,QB,8,8,0,0,0,0,0,0,7,2,1,0,0.0,0,0,0,0,0,0,,CousKi00
1170,Cole Holcomb,27,PIT,LB,8,8,0,0,0,0,2,2,0,1,0,0,0.0,54,31,23,4,2,0,,HolcCo00
1171,Grady Jarrett,30,ATL,DL,8,8,0,0,0,0,2,0,0,0,0,0,1.5,23,9,14,2,8,0,,JarrGr00
1172,Kyler Murray,26,ARI,QB,8,8,0,0,0,0,0,0,7,1,-11,0,0.0,0,0,0,0,0,0,AP CPoY-9,MurrKy00
1173,Jedrick Wills Jr.,24,CLE,T,8,8,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,WillJe04
1174,Jaelan Phillips,24,MIA,LB,8,6,1,5,0,5,2,0,0,0,0,0,6.5,43,28,15,7,11,0,,PhilJa02
1175,Kendrick Bourne,28,NWE,WR,8,5,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,BourKe00
1176,Mykal Walker,26,PIT,LB,8,5,1,30,0,30,2,0,0,0,0,0,0.0,33,21,12,2,0,0,,WalkMy00
1177,Carter Warren,24,NYJ,T,8,5,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,WarrCa00
1178,Alex Erickson,31,LAC,WR,8,3,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,EricAl01
1179,Jalen Guyton,26,LAC,WR,8,3,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,GuytJa01
1180,Dorian Thompson-Robinson,24,CLE,QB,8,3,0,0,0,0,0,0,2,0,-1,0,0.0,0,0,0,0,0,0,,ThomDo02
1181,Dicaprio Bootle,26,CAR,CB,8,2,0,0,0,0,2,0,0,0,0,0,0.0,14,14,0,0,0,0,,BootDi00
1182,DaVon Hamilton,26,JAX,DT,8,2,0,0,0,0,0,0,0,0,0,0,0.0,12,7,5,1,0,0,,HamiDa02
1183,Keaton Mitchell,21,BAL,RB,8,2,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,MitcKe01
1184,Otito Ogbonnia,22,LAC,DT,8,2,0,0,0,0,0,0,0,0,0,0,0.0,21,10,11,0,2,0,,OgboOt00
1185,Tariq Castro-Fields,24,WAS,CB,8,1,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,,CastTa00
1186,Peyton Hendershot,24,DAL,TE,8,1,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,,HendPe01
1187,Jeremiah Moon,25,BAL,LB,8,1,0,0,0,0,0,2,0,0,0,0,0.0,12,6,6,1,0,0,,MoonJe00
1188,Isaac Rochell,28,LVR,DE,8,1,0,0,0,0,0,0,0,0,0,0,0.0,10,7,3,2,0,0,,RochIs00
1189,J.J. Russell,25,TAM,LB,8,1,0,0,0,0,0,0,0,0,0,0,1.0,10,7,3,1,1,0,,RussJJ00
1190,M.J. Stewart,28,HOU,S,8,1,0,0,0,0,0,1,0,1,0,0,0.0,22,13,9,0,0,0,,StewM.00
1191,Alex Armah,29,WAS,RB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,ArmaAl00
1192,Jalyn Armour-Davis,24,BAL,CB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2,4,0,0,0,,ArmoJa00
1193,Grayland Arnold,26,HOU,S,8,0,0,0,0,0,0,1,0,0,0,0,0.0,18,12,6,1,0,0,,ArnoGr01
1194,Jarrick Bernard-Converse,23,NYJ,S,8,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,BernJa01
1195,Frank Clark,30,2TM,DE,8,0,0,0,0,0,0,0,0,0,0,0,0.0,8,4,4,0,0,0,,ClarFr01
1195,Frank Clark,30,DEN,DE,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,ClarFr01
1195,Frank Clark,30,SEA,LB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2,4,0,0,0,,ClarFr01
1196,Chris Evans,26,CIN,RB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,EvanCh02
1197,Andrew Farmer,23,LAC,OLB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,,FarmAn00
1198,Poona Ford,28,BUF,DT,8,0,0,0,0,0,0,0,0,0,0,0,1.0,9,5,4,1,3,0,,FordPo00
1199,Trevis Gipson,26,TEN,OLB,8,0,0,0,0,0,0,1,0,0,0,0,1.0,6,1,5,0,0,0,,GipsTr00
1200,De'Jon Harris,26,WAS,LB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,HarrDe10
1201,DJ Ivey,23,CIN,CB,8,0,0,0,0,0,1,0,0,1,0,0,0.0,3,3,0,0,0,0,,IveyDJ00
1202,Drake Jackson,22,SFO,DL,8,0,0,0,0,0,1,0,0,0,0,0,3.0,7,4,3,2,3,0,,JackDr01
1203,Eku Leota,24,CAR,OLB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,1,0,,LeotEk00
1204,Ochaun Mathis,24,LAR,OLB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,1,0,,MathOc00
1205,Calvin Munson,29,2TM,LB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,MunsCa00
1205,Calvin Munson,29,NWE,LB,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,MunsCa00
1205,Calvin Munson,29,MIA,LB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,MunsCa00
1206,Moro Ojomo,22,PHI,DT,8,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,OjomMo00
1207,Jordon Riley,25,NYG,DL,8,0,0,0,0,0,0,0,0,0,0,0,0.0,8,4,4,1,0,0,,RileJo00
1208,Kevon Seymour,30,BAL,CB,8,0,0,0,0,0,0,0,1,1,20,0,0.0,3,3,0,0,0,0,,SeymKe00
1209,Laviska Shenault Jr.,25,CAR,WR,8,0,0,0,0,0,0,0,1,1,0,0,0.0,1,0,1,0,0,0,,ShenLa00
1210,Jason Taylor,24,LAR,DB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,5,5,0,0,0,0,,TaylJa05
1211,Keir Thomas,25,LAR,OLB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3,0,2,0,,ThomKe04
1212,Nick Vigil,30,MIN,LB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,,VigiNi00
1213,Chandler Wooten,24,CAR,LB,8,0,0,0,0,0,0,0,0,1,0,0,0.0,8,2,6,0,0,0,,WootCh00
1214,Jaire Alexander,26,GNB,CB,7,7,0,0,0,0,5,1,0,0,0,0,0.0,27,23,4,1,0,0,,AlexJa00
1215,Justin Houston,34,CAR,ROLB,7,7,0,0,0,0,1,0,0,0,0,0,0.5,9,5,4,2,3,0,,HousJu00
1216,Tytus Howard,27,HOU,T,7,7,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,HowaTy00
1217,DaQuan Jones,32,BUF,DT,7,7,0,0,0,0,0,0,0,0,0,0,2.5,16,8,8,4,5,0,,JoneDa04
1218,Marcus Maye,30,NOR,SS,7,7,2,5,0,5,2,0,0,0,0,0,1.0,37,27,10,3,0,0,,MayeMa00
1219,Jarrett Patterson,24,HOU,OL,7,7,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,PattJa03
1220,Jimmy Garoppolo,32,LVR,QB,7,6,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,GaroJi00
1221,Donovan Peoples-Jones,24,CLE,WR,7,5,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,PeopDo00
1222,Xavier Newman-Johnson,24,NYJ,OL,7,4,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,NewmXa00
1223,Ronnie Harrison,26,IND,LB,7,3,2,45,1,36,2,0,0,0,0,0,1.0,20,11,9,1,1,0,,HarrRo02
1224,Desmond King,29,HOU,CB,7,3,0,0,0,0,2,0,1,0,0,0,1.0,47,22,25,5,2,0,,KingDe01
1225,Otis Reese,25,TEN,LB,7,3,0,0,0,0,0,0,0,0,0,0,0.0,21,12,9,0,0,0,,ReesOt00
1226,TK McLendon,23,TEN,DE,7,2,0,0,0,0,0,0,0,1,0,0,0.0,8,3,5,0,0,0,,McLeTK00
1227,Kindle Vildor,26,2TM,CB,7,2,0,0,0,0,2,1,0,0,0,0,0.0,11,10,1,2,1,0,,VildKi00
1227,Kindle Vildor,26,TEN,CB,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,VildKi00
1227,Kindle Vildor,26,DET,CB,5,2,0,0,0,0,2,1,0,0,0,0,0.0,10,9,1,2,1,0,,VildKi00
1228,C.J. Beathard,30,JAX,QB,7,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,BeatC.00
1229,Amari Burney,23,LVR,LB,7,1,0,0,0,0,0,0,0,0,0,0,0.0,15,10,5,0,0,0,,BurnAm00
1230,Duron Harmon,32,2TM,S,7,1,1,0,0,0,2,0,0,0,0,0,1.0,22,18,4,4,1,0,,HarmDu00
1230,Duron Harmon,32,CHI,S,3,1,0,0,0,0,0,0,0,0,0,0,0.0,6,5,1,1,0,0,,HarmDu00
1230,Duron Harmon,32,CLE,S,4,0,1,0,0,0,2,0,0,0,0,0,1.0,16,13,3,3,1,0,,HarmDu00
1231,Marquis Haynes,30,CAR,OLB,7,1,0,0,0,0,0,0,0,0,0,0,1.0,16,13,3,3,2,0,,HaynMa01
1232,Malik Herring,26,KAN,DE,7,1,0,0,0,0,1,1,0,0,0,0,1.5,10,7,3,2,3,0,,HerrMa02
1233,Sam Roberts,25,NWE,DL,7,1,0,0,0,0,0,0,0,0,0,0,0.0,5,2,3,0,0,0,,RobeSa00
1234,Greg Stroman,27,CHI,DB,7,1,1,0,0,0,1,0,0,0,0,0,1.0,19,12,7,3,1,0,,StroGr00
1235,Clayton Tune,24,ARI,QB,7,1,0,0,0,0,0,0,2,0,-5,0,0.0,0,0,0,0,0,0,,TuneCl00
1236,Abdullah Anderson,27,WAS,DL,7,0,0,0,0,0,0,0,0,1,0,0,0.5,8,5,3,1,1,0,,AndeAb00
1237,Tycen Anderson,24,CIN,S,7,0,0,0,0,0,0,0,0,0,0,0,0.0,8,5,3,0,0,0,,AndeTy00
1238,Gary Brightwell,24,NYG,RB,7,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,BrigGa00
1239,Earnest Brown IV,24,LAR,DE,7,0,0,0,0,0,0,0,0,0,0,0,0.0,5,2,3,0,0,0,,BrowEa00
1240,Lewis Cine,24,MIN,S,7,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,CineLe00
1241,Linval Joseph,35,BUF,DT,7,0,0,0,0,0,0,0,0,0,0,0,1.0,12,7,5,1,1,0,,JoseLi99
1242,Isaiah Land,23,IND,LB,7,0,0,0,0,0,0,0,0,0,0,0,1.0,6,2,4,0,1,0,,LandIs00
1243,LaCale London,26,ATL,DL,7,0,0,0,0,0,0,0,0,1,0,0,0.0,13,6,7,2,0,0,,LondLa00
1244,Darrell Luter,23,SFO,CB,7,0,0,0,0,0,0,0,0,0,0,0,0.0,7,4,3,0,0,0,,LuteDa00
1245,Blake Lynch,26,LAC,LB,7,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,,LyncBl00
1246,David Moore,28,TAM,WR,7,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,,MoorDa03
1247,Ben Niemann,28,DEN,LB,7,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,NiemBe00
1248,Ronnie Perkins,24,DEN,OLB,7,0,0,0,0,0,0,0,0,0,0,0,0.0,13,9,4,2,1,0,,PerkRo00
1249,Joshua Pryor,24,WAS,DE,7,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,PryoJo00
1250,Myjai Sanders,25,HOU,DE,7,0,0,0,0,0,0,0,0,0,0,0,0.0,7,4,3,1,2,0,,SandMy00
1251,Drake Thomas,23,SEA,LB,7,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,,ThomDr00
1252,Cody Thompson,27,SEA,WR,7,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,ThomCo04
1253,Jonathan Ward,26,TEN,RB,7,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,WardJo00
1254,Markees Watts,24,TAM,OLB,7,0,0,0,0,0,0,0,0,0,0,0,1.0,4,4,0,1,1,0,,WattMa00
1255,Brayden Willis,24,SFO,TE,7,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,WillBr06
1256,Emanuel Wilson,24,GNB,RB,7,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,WilsEm00
1257,Samuel Womack,24,SFO,CB,7,0,0,0,0,0,0,0,0,0,0,0,0.0,7,6,1,0,0,0,,WomaSa00
1258,Jaycee Horn,24,CAR,CB,6,6,0,0,0,0,5,0,0,0,0,0,0.0,27,20,7,1,0,0,,HornJa00
1259,Daniel Jones,26,NYG,QB,6,6,0,0,0,0,0,0,4,1,-2,0,0.0,0,0,0,0,0,0,,JoneDa05
1260,Uchenna Nwosu,27,SEA,LB,6,6,0,0,0,0,0,2,0,0,0,0,2.0,16,12,4,4,6,0,,NwosUc00
1261,Deshaun Watson,28,CLE,QB,6,6,0,0,0,0,0,0,5,1,0,0,0.0,0,0,0,0,0,0,,WatsDe00
1262,Joshua Ezeudu,24,NYG,OL,6,5,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,,EzeuJo00
1263,Conor McDermott,31,NWE,T,6,5,0,0,0,0,0,0,0,1,7,0,0.0,0,0,0,0,0,0,,McDeCo00
1264,Marvin Jones,33,DET,WR,6,4,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,JoneMa02
1265,Eric Murray,29,HOU,S,6,4,0,0,0,0,0,1,0,0,0,0,0.0,13,8,5,0,0,0,,MurrEr00
1266,Quinton Bohanna,24,2TM,DT,6,3,0,0,0,0,0,0,0,0,0,0,0.0,10,5,5,2,0,0,,BohaQu00
1266,Quinton Bohanna,24,DET,DT,3,2,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3,2,0,0,,BohaQu00
1266,Quinton Bohanna,24,TEN,DL,3,1,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,,BohaQu00
1267,Tucker Fisk,24,ATL,TE,6,2,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,FiskTu00
1268,Mecole Hardman,25,KAN,WR,6,2,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,HardMe00
1269,Janarius Robinson,24,LVR,DE,6,2,0,0,0,0,0,0,0,0,0,0,1.0,8,5,3,1,2,0,,RobiJa04
1270,P.J. Walker,28,CLE,QB,6,2,0,0,0,0,0,0,4,0,-9,0,0.0,0,0,0,0,0,0,,WalkPh00
1271,Sheldon Day,29,MIN,DL,6,1,0,0,0,0,0,0,0,1,5,0,0.0,8,3,5,1,0,0,,DayxSh00
1272,Jalen Nailor,24,MIN,WR,6,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,NailJa00
1273,Trenton Thompson,26,PIT,DB,6,1,1,6,0,6,3,0,0,0,0,0,0.0,22,19,3,0,0,0,,ThomTr01
1274,Israel Abanikanda,21,NYJ,RB,6,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,AbanIs00
1275,Deon Bush,30,KAN,DB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,0,,BushDe00
1276,Jashaun Corbin,23,NYG,RB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,CorbJa01
1277,Simi Fehoko,26,LAC,WR,6,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,FehoSi00
1278,Derrick Gore,29,WAS,RB,6,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,GoreDe00
1279,Kerry Hyder,32,2TM,DE,6,0,0,0,0,0,0,0,0,0,0,0,1.0,3,3,0,2,1,0,,HydeKe01
1279,Kerry Hyder,32,SFO,DE,4,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0,1,1,0,,HydeKe01
1279,Kerry Hyder,32,HOU,DE,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,1,0,0,,HydeKe01
1280,Carl Lawson,28,NYJ,DE,6,0,0,0,0,0,0,0,0,0,0,0,0.0,5,2,3,0,0,0,,LawsCa00
1281,Bobby Price,25,ARI,CB,6,0,0,0,0,0,0,0,0,1,0,0,0.0,4,3,1,0,0,0,,PricBo00
1282,Chris Rumph,25,LAC,OLB,6,0,0,0,0,0,0,0,0,1,0,0,0.0,5,4,1,0,0,0,,RumpCh00
1283,Roderic Teamer,26,LVR,S,6,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,,TeamRo00
1284,Montrell Washington,24,KAN,WR,6,0,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,,WashMo00
1285,Mike White,28,MIA,QB,6,0,0,0,0,0,0,0,1,0,-7,0,0.0,0,0,0,0,0,0,,WhitMi01
1286,Joejuan Williams,26,2TM,CB,6,0,0,0,0,0,2,0,0,0,0,0,0.0,2,1,1,0,0,0,,WillJo13
1286,Joejuan Williams,26,CHI,CB,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,WillJo13
1286,Joejuan Williams,26,MIN,CB,2,0,0,0,0,0,2,0,0,0,0,0,0.0,1,1,0,0,0,0,,WillJo13
1287,Al Woods,36,NYJ,DL,6,0,0,0,0,0,0,0,0,0,0,0,1.0,6,4,2,2,2,0,,WoodAl99
1288,Byron Young,23,LVR,DT,6,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,,YounBy00
1289,Dareke Young,24,SEA,WR,6,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,YounDa02
1290,Joe Flacco,38,CLE,QB,5,5,0,0,0,0,0,0,4,1,-2,0,0.0,0,0,0,0,0,0,AP CPoY-1,FlacJo00
1291,Darrick Forrest,24,WAS,S,5,5,0,0,0,0,0,0,0,0,0,0,0.0,29,18,11,0,0,0,,ForrDa00
1292,Matt Milano,29,BUF,LB,5,5,2,16,0,13,2,1,0,0,0,0,0.0,30,18,12,1,1,0,,MilaMa00
1293,Leighton Vander Esch,26,DAL,LB,5,5,0,0,0,0,0,0,0,1,11,1,0.0,30,17,13,1,0,0,,VandLe00
1294,Tyson Bagent,23,CHI,QB,5,4,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,,BageTy00
1295,Nakobe Dean,23,PHI,LB,5,4,0,0,0,0,0,0,0,0,0,0,0.5,30,22,8,2,1,0,,DeanNa00
1296,Taylor Heinicke,30,ATL,QB,5,4,0,0,0,0,0,0,1,1,-4,0,0.0,0,0,0,0,0,0,,HeinTa00
1297,Easton Stick,28,LAC,QB,5,4,0,0,0,0,0,0,5,0,0,0,0.0,0,0,0,0,0,0,,SticEa00
1298,Marlon Davidson,25,TEN,DL,5,3,0,0,0,0,0,0,0,0,0,0,1.0,10,6,4,2,1,0,,DaviMa01
1299,Nick Mullens,28,MIN,QB,5,3,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,MullNi00
1300,Trevor Siemian,32,NYJ,QB,5,3,0,0,0,0,0,0,5,1,-5,0,0.0,0,0,0,0,0,0,,SiemTr00
1301,Logan Ryan,32,SFO,S,5,2,0,0,0,0,0,0,0,0,0,0,0.0,13,9,4,1,0,0,,RyanLo00
1302,Mitchell Trubisky,29,PIT,QB,5,2,0,0,0,0,0,0,1,1,-6,0,0.0,0,0,0,0,0,0,,TrubMi00
1303,Alex Austin,22,NWE,CB,5,1,1,0,0,0,2,0,0,0,0,0,0.0,9,7,2,0,0,0,,AustAl00
1304,Matthias Farley,31,CAR,S,5,1,0,0,0,0,0,0,0,0,0,0,0.0,9,8,1,0,0,0,,FarlMa00
1305,Chris Glaser,24,NYJ,OL,5,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,GlasCh01
1306,Phil Hoskins,26,ARI,DT,5,1,0,0,0,0,0,0,0,0,0,0,0.0,8,2,6,0,0,0,,HoskPh00
1307,Raheem Layne,24,LAC,S,5,1,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,,LaynRa00
1308,Bo Melton,24,GNB,WR,5,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,MeltBo00
1309,Laquon Treadwell,28,BAL,WR,5,1,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,TreaLa00
1310,Kenny Yeboah,25,NYJ,TE,5,1,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,YeboKe00
1311,Yasir Abdullah,23,JAX,LB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,1,0,,AbduYa00
1312,Keondre Coburn,23,2TM,NT,5,0,0,0,0,0,0,0,0,0,0,0,0.0,8,3,5,1,0,0,,CobuKe00
1312,Keondre Coburn,23,KAN,NT,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,1,0,0,,CobuKe00
1312,Keondre Coburn,23,TEN,DL,4,0,0,0,0,0,0,0,0,0,0,0,0.0,7,2,5,0,0,0,,CobuKe00
1313,JoJo Domann,26,TEN,LB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,,DomaJo00
1314,DeMarquis Gates,27,CHI,LB,5,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,,GateDe00
1315,C.J. Goodwin,33,DAL,CB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,,GoodC.00
1316,Damar Hamlin,25,BUF,S,5,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,AP CPoY-2,HamlDa00
1317,Jalen Harris,24,WAS,DE,5,0,0,0,0,0,1,0,0,0,0,0,0.0,6,5,1,0,1,0,,HarrJa04
1318,Jalyn Holmes,27,NYJ,DL,5,0,0,0,0,0,0,0,0,0,0,0,1.0,5,3,2,1,1,0,,HolmJa01
1319,Shedrick Jackson,24,CIN,WR,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,JackSh01
1320,Shemar Jean-Charles,25,SFO,CB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,,JeanSh00
1321,Kelvin Joseph,24,2TM,CB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,,JoseKe02
1321,Kelvin Joseph,24,MIA,CB,4,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,JoseKe02
1321,Kelvin Joseph,24,SEA,CB,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,JoseKe02
1322,Jordan Kunaszyk,27,CLE,LB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,9,7,2,2,0,0,,KunaJo00
1323,Kana'i Mauga,23,LVR,LB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,,MaugKa00
1324,Parry Nickerson,29,MIA,CB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,5,5,0,0,0,0,,NickPa00
1325,Efe Obada,31,WAS,DE,5,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,ObadEf00
1326,Ty Okada,24,SEA,SS,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,OkadTy00
1327,Kyle Phillips,26,NOR,DE,5,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,,PhilKy00
1328,Jeremy Reaves,27,WAS,S,5,0,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,0,,ReavJe00
